	drawz	drawp	pi2	omegacor21	tau1	tau2	num_variants	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	num_loci	omegacor21_se	attenuation
FH1286_HC386	3.28149234254	0.000516296641093	0.116922659135	0.723013388812	0.00305738568923	0.00700367686225	303657	FH1286	HC386	severe_depression	helicobacter_pylori	FH	HC	54576.0	1564.0	35504	0.220330664631	2.29074038219
HC133_HC295	7.63964420806	1.08911407976e-14	0.101256815181	0.722084143818	0.0042062738026	0.00985689814902	310138	HC133	HC295	anal_fissure	carpal_tunnel_syndrome	HC	HC	2721.0	8152.0	31404	0.0945180330592	2.34338005836
HC136_HC442	6.19287910943	2.9537519523e-10	0.0102329552567	0.717837874007	0.0523696106426	0.0211721945816	309148	HC136	HC442	connective_tissue_disorder	chronic_obstructive_airways_disease/copd	HC	HC	2515.0	7287.0	3163	0.115913432399	0.404283979235
HC243_HC85	9.7415533759	1.00233106992e-22	0.0128589443377	0.714222543665	0.023165200707	0.0313494020498	318698	HC243	HC85	inguinal_hernia	enlarged_prostate	HC	HC	14042.0	5078.0	4098	0.0733171103319	1.35329723434
HC382_HC423	4.73471154477	1.0968343121e-06	0.0362593928808	0.71243614927	0.0200922319913	0.00980163128006	305721	HC382	HC423	asthma	respiratory_failure	HC	HC	43626.0	1819.0	11085	0.150470866606	0.487831878723
HC78_HC96	8.96457656664	1.55737645703e-19	0.0115875448572	0.709839217989	0.0175236588544	0.0671028104582	302251	HC78	HC96	arthritis_(nos)	polymyalgia_rheumatica	HC	HC	15332.0	1421.0	3502	0.0791826822731	3.82926939036
HC25_HC423	3.42002503278	0.000313076867498	0.0610172328426	0.709405718882	0.00734937343544	0.00875934343742	305720	HC25	HC423	cataract	respiratory_failure	HC	HC	19448.0	1819.0	18654	0.207427054505	1.19184900786
HC400_HC55	12.0029450439	1.71437418709e-33	0.00274634868734	0.705394528525	0.0105100731511	0.202100557145	308992	HC400	HC55	transient_ischaemic_attack_(tia)	hyperthyroidism/thyrotoxicosis	HC	HC	2828.0	3647.0	849	0.0587684544039	19.2292245962
HC206_HC85	4.38106203645	5.90511183538e-06	0.00838748243403	0.704350030162	0.0144065112331	0.0402539443587	299093	HC206	HC85	parkinsons_disease	enlarged_prostate	HC	HC	1082.0	5078.0	2509	0.160771526242	2.79414937506
HC22_HC83	4.21424306324	1.25308637012e-05	0.0922144776144	0.703625455069	0.00737977218424	0.00553296820965	317918	HC22	HC83	osteoporosis	fracture_forearm_/_wrist	HC	HC	9135.0	6014.0	29317	0.16696366216	0.749747833878
HC25_HC392	3.98821262151	3.32864923094e-05	0.0632018145508	0.70296619979	0.00722264772579	0.010124645496	307232	HC25	HC392	cataract	pancreatitis	HC	HC	19448.0	2106.0	19418	0.17626096362	1.40179140398
HC219_HC437	3.60672679123	0.000155041923321	0.0195041003806	0.701992805571	0.0506219415376	0.00557430763582	315250	HC219	HC437	hypothyroidism/myxoedema	epilepsy	HC	HC	19920.0	4210.0	6149	0.194634316987	0.110116433043
INI30240_INI30280	46.4893785961	0.0	0.0759283430946	0.69918967101	0.00933583854762	0.00726916000624	345504	INI30240	INI30280	reticulocyte_percentage	immature_reticulocyte_fraction	INI	INI	322933.0	322755.0	26234	0.015039772355	0.778629575604
HC219_HC442	7.66227490134	9.1334056966e-15	0.0210711646888	0.695931291666	0.0486117964047	0.0115930571876	320302	HC219	HC442	hypothyroidism/myxoedema	chronic_obstructive_airways_disease/copd	HC	HC	19920.0	7287.0	6749	0.090825675224	0.238482385861
INI30010_INI30030	51.9157061538	0.0	0.069828329472	0.692654887615	0.00824151250268	0.00634947567614	348638	INI30010	INI30030	red_blood_cell_(erythrocyte)_count	haematocrit_percentage	INI	INI	328032.0	328032.0	24345	0.0133419140166	0.770426019991
HC376_HC55	10.7406953857	3.27743928654e-27	0.00309342765286	0.690940936675	0.0103141535402	0.193473018245	313527	HC376	HC55	osteoarthritis	hyperthyroidism/thyrotoxicosis	HC	HC	29946.0	3647.0	970	0.0643292554032	18.7580122296
FH1286_HC357	5.20014602919	9.95660061202e-08	0.0874763667492	0.690709832426	0.00367432063234	0.00849286376925	313444	FH1286	HC357	severe_depression	duodenal_ulcer	FH	HC	54576.0	3621.0	27419	0.132825083863	2.31141063044
HC22_HC57	3.96607913793	3.65323059726e-05	0.0892677231681	0.688783717827	0.00750747561722	0.00588162043722	315567	HC22	HC57	osteoporosis	fracture_radius	HC	HC	9135.0	4584.0	28170	0.173668677269	0.783435170103
FH1001_HC385	5.89644537035	1.85707823095e-09	0.116795387507	0.68876075449	0.00256884054534	0.0081727213507	313229	FH1001	HC385	lung_cancer	peripheral_vascular_disease	FH	HC	123832.0	3517.0	36584	0.116809486263	3.18148254298
HC221_HC295	11.4080516576	1.90585748518e-30	0.0942046549189	0.677981905272	0.0118789687904	0.00898567057716	321433	HC221	HC295	diabetes	carpal_tunnel_syndrome	HC	HC	20440.0	8152.0	30280	0.0594301223048	0.756435237412
HC219_HC74	3.16713209775	0.000769751846729	0.0196040465439	0.677783255637	0.0503958319773	0.00990341375103	303032	HC219	HC74	hypothyroidism/myxoedema	female_infertility	HC	HC	19920.0	1185.0	5941	0.214005363439	0.196512555949
HC389_HC55	11.3019636641	6.4158103244e-30	0.00264167600833	0.677614461713	0.0127830571048	0.206316743801	299249	HC389	HC55	urticaria	hyperthyroidism/thyrotoxicosis	HC	HC	1125.0	3647.0	791	0.059955462772	16.1398593552
HC110_HC385	4.07081795429	2.34241751656e-05	0.0352996840245	0.677576944286	0.00658703015602	0.017366816299	312362	HC110	HC385	stroke	peripheral_vascular_disease	HC	HC	5783.0	3517.0	11026	0.166447370503	2.63651689573
HC38_INI30510	10.9679333383	2.72519655857e-28	0.00446959725772	0.676560911906	0.283470737904	0.0068095798395	312066	HC38	INI30510	psoriasis	creatinine_(enzymatic)_in_urine	HC	INI	5074.0	327981.0	1395	0.0616853595877	0.0240221614755
HC221_HC385	7.64050840131	1.08182838564e-14	0.0848990229171	0.674588437451	0.012693146693	0.00887488486408	313224	HC221	HC385	diabetes	peripheral_vascular_disease	HC	HC	20440.0	3517.0	26592	0.0882910405982	0.699187134501
HC298_HC96	5.19652024321	1.01526749487e-07	0.00187122277906	0.673460666454	0.0176086168476	0.144341906221	302127	HC298	HC96	chronic_sinusitis	polymyalgia_rheumatica	HC	HC	4395.0	1421.0	565	0.129598391796	8.19723135953
HC395_HC85	5.95883972503	1.27017545051e-09	0.013221045859	0.672578303986	0.011147956281	0.0332243483128	306830	HC395	HC85	bladder_problem_(not_cancer)	enlarged_prostate	HC	HC	2066.0	5078.0	4057	0.112870682049	2.98030845074
HC423_HC442	5.533511745	1.5694097725e-08	0.172303261255	0.672256413839	0.00171729556458	0.00606344263228	305693	HC423	HC442	respiratory_failure	chronic_obstructive_airways_disease/copd	HC	HC	1819.0	7287.0	52672	0.12148820583	3.53080899837
INI30250_INI30280	45.7445532353	0.0	0.0837687570124	0.671581917093	0.00875115830595	0.00686213876127	345583	INI30250	INI30280	reticulocyte_count	immature_reticulocyte_fraction	INI	INI	322934.0	322755.0	28949	0.0146811340279	0.78414062703
HC219_HC302	4.50928914586	3.25226031997e-06	0.0199992213781	0.670797012811	0.0499553287888	0.00951021895761	311804	HC219	HC302	hypothyroidism/myxoedema	retinal_detachment	HC	HC	19920.0	3247.0	6236	0.148758926543	0.19037446431
HC422_HC435	3.64841939714	0.000131929328383	0.00190637255102	0.667576642718	0.402168244324	0.0273326297577	300075	HC422	HC435	ankylosing_spondylitis	ear/vestibular_disorder	HC	HC	1184.0	3088.0	572	0.182976947015	0.0679631724867
HC125_HC185	4.30000396533	8.53975266737e-06	0.00666937330219	0.666968985493	0.0255725746264	0.019450549703	318839	HC125	HC185	anaemia	cellulitis	HC	HC	15944.0	6168.0	2126	0.155108923357	0.760601933406
FH1220_HC392	3.70703089181	0.000104851685753	0.105856986383	0.666911113861	0.00601712928985	0.00508319390958	307233	FH1220	HC392	diabetes	pancreatitis	FH	HC	79177.0	2106.0	32523	0.179904385295	0.844787217412
HC41_HC85	8.1081232427	2.57037910824e-16	0.0320560999216	0.665741769678	0.00752621159708	0.0211759760653	318821	HC41	HC85	depression	enlarged_prostate	HC	HC	20461.0	5078.0	10220	0.0821079983309	2.81363017664
FH1220_HC179	7.49207690211	3.38960896467e-14	0.0925932645058	0.665438872656	0.00649277479832	0.00596496210168	321100	FH1220	HC179	diabetes	iron_deficiency_anaemia	FH	HC	79177.0	7811.0	29732	0.088819012585	0.918707684613
INI30040_INI30260	48.247655137	0.0	0.0504891660772	0.66481528422	0.0150593927167	0.0118185386105	345627	INI30040	INI30260	mean_corpuscular_volume	mean_reticulocyte_volume	INI	INI	328031.0	322934.0	17450	0.0137792247589	0.784795166233
HC136_HC25	8.40715848465	2.10031647686e-17	0.00862250110532	0.664244272212	0.0557845200843	0.0189453021941	309302	HC136	HC25	connective_tissue_disorder	cataract	HC	HC	2515.0	19448.0	2667	0.0790093672464	0.339615760169
HC151_HC28	5.03528450372	2.38569816917e-07	0.00342533924573	0.664233297522	0.189514814726	0.0370211462804	300979	HC151	HC28	multiple_sclerosis	bronchiectasis	HC	HC	1467.0	1939.0	1031	0.131915743198	0.19534697767
INI30000_INI30160	33.6608916055	1.0801883076e-248	0.116168171213	0.66345501128	0.00808729350031	0.00312640284471	345785	INI30000	INI30160	white_blood_cell_(leukocyte)_count	basophill_count	INI	INI	328029.0	327479.0	40169	0.0197099654714	0.386582092586
HC401_HC52	3.10202915735	0.000960995133349	0.10129792751	0.663422346734	0.0101218834566	0.00680878584887	300635	HC401	HC52	varicose_veins	aortic_dissection	HC	HC	10153.0	1186.0	30454	0.213867218225	0.672679731796
HC125_HC22	7.59733572493	1.51144790431e-14	0.011041356664	0.663234139492	0.0199780992138	0.020682794607	321982	HC125	HC22	anaemia	osteoporosis	HC	HC	15944.0	9135.0	3555	0.0872982534279	1.03527339541
INI30120_INI30180	46.9649032851	0.0	0.0788780635101	0.662122718344	0.00989958669704	0.00666182253559	345575	INI30120	INI30180	lymphocyte_count	lymphocyte_percentage	INI	INI	327479.0	327482.0	27258	0.0140982451156	0.672939460956
HC219_HC79	4.43096374218	4.69064319414e-06	0.0196237395829	0.658321990999	0.0504524046935	0.006526221259	317880	HC219	HC79	hypothyroidism/myxoedema	appendicitis	HC	HC	19920.0	5533.0	6238	0.148573093644	0.129354017884
HC125_HC25	8.48794205533	1.0516419464e-17	0.00949931288891	0.658075829905	0.0209417837391	0.0179832811777	325456	HC125	HC25	anaemia	cataract	HC	HC	15944.0	19448.0	3092	0.077530669462	0.858727289027
HC156_HC430	12.3364784634	2.88107210756e-35	0.00484841004636	0.656480943874	0.044378130836	0.0967713880851	314307	HC156	HC430	nasal_polyps	rheumatoid_arthritis	HC	HC	4608.0	5587.0	1524	0.0532146143506	2.1806098243
FH1262_HC334	5.54137998968	1.50048605436e-08	0.000577465937491	0.649964415489	0.0205270829096	0.0490605091112	303834	FH1262	HC334	parkinson's_disease	fracture_sternum	FH	HC	21755.0	1587.0	175	0.117292879517	2.39003804521
FH1001_HC179	5.69774372922	6.07016769557e-09	0.0980305954588	0.649417555115	0.00286307204282	0.00575073088101	321100	FH1001	HC179	lung_cancer	iron_deficiency_anaemia	FH	HC	123832.0	7811.0	31478	0.113978021122	2.00858755735
FH1065_HC326	11.8184963169	1.56620501994e-32	0.213717088185	0.648318446739	0.00383083798776	0.00533552833816	324641	FH1065	HC326	high_blood_pressure	heart_attack/myocardial_infarction	FH	HC	199068.0	12138.0	69381	0.0548562549205	1.3927836038
HC201_HC322	6.28659377388	1.62253517297e-10	0.00627867393044	0.647397496469	0.0545985809248	0.0515994422259	304019	HC201	HC322	ulcerative_colitis	crohns_disease	HC	HC	3147.0	1652.0	1909	0.102980647351	0.94506929213
HC219_HC55	19.3740223714	6.39334812144e-84	0.00842590650687	0.646187236589	0.0753802436892	0.12282013052	313527	HC219	HC55	hypothyroidism/myxoedema	hyperthyroidism/thyrotoxicosis	HC	HC	19920.0	3647.0	2642	0.0333532822561	1.6293411179
INI30040_INI30060	37.2854598752	1.41177703486e-304	0.0603504285592	0.645975442277	0.0137419799071	0.00661741463234	345826	INI30040	INI30060	mean_corpuscular_volume	mean_corpuscular_haemoglobin_concentration	INI	INI	328031.0	328025.0	20871	0.0173251300759	0.481547395431
HC435_HC96	4.20563722032	1.30173783507e-05	0.00153661683191	0.644004339776	0.00976059714975	0.147119738275	301765	HC435	HC96	ear/vestibular_disorder	polymyalgia_rheumatica	HC	HC	3088.0	1421.0	464	0.153128837805	15.0728214696
HC376_HC78	7.68015872883	7.94457948198e-15	0.24408060413	0.641643835977	0.00270881165716	0.00382089432715	326091	HC376	HC78	osteoarthritis	arthritis_(nos)	HC	HC	29946.0	15332.0	79592	0.0835456477701	1.41054263298
HC25_HC385	6.69017800777	1.11449646317e-11	0.0414207629015	0.637438234841	0.00898631135334	0.0154570320671	313223	HC25	HC385	cataract	peripheral_vascular_disease	HC	HC	19448.0	3517.0	12974	0.0952797121543	1.72006415751
HC164_HC85	8.27751989165	6.2883565026e-17	0.0886985552919	0.636873545912	0.00533486614938	0.0111255631693	318847	HC164	HC85	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	enlarged_prostate	HC	HC	30231.0	5078.0	28281	0.0769401407968	2.08544373144
INI30120_INI30500	8.07948505515	3.25204157627e-16	0.0867664433792	0.635576320925	0.00958711887727	0.00130913370576	336768	INI30120	INI30500	lymphocyte_count	microalbumin_in_urine	INI	INI	327479.0	104119.0	29220	0.0786654491699	0.13655131667
HC125_HC156	8.65361390263	2.49468998918e-18	0.00680487046569	0.63176679503	0.0248108907903	0.0429801073031	316015	HC125	HC156	anaemia	nasal_polyps	HC	HC	15944.0	4608.0	2150	0.0730061223136	1.73230810882
HC156_HC78	9.96605543438	1.07291228546e-23	0.048066633223	0.631054566191	0.0150907807686	0.0111190342321	316002	HC156	HC78	nasal_polyps	arthritis_(nos)	HC	HC	4608.0	15332.0	15189	0.0633203949492	0.736809738517
HC382_HC442	9.38517400215	3.14063207069e-21	0.0414317896032	0.630861404411	0.0187295901072	0.0104818405397	320424	HC382	HC442	asthma	chronic_obstructive_airways_disease/copd	HC	HC	43626.0	7287.0	13276	0.0672189353406	0.559640679786
HC169_HC55	10.8015529913	1.69215176349e-27	0.00272617293448	0.630803752347	0.0235983138116	0.202127537184	298687	HC169	HC55	pernicious_anaemia	hyperthyroidism/thyrotoxicosis	HC	HC	1048.0	3647.0	814	0.0583993572827	8.56533813381
HC133_HC55	10.559456925	2.29655697694e-26	0.00275906832205	0.629568401407	0.01716066689	0.200534839361	308697	HC133	HC55	anal_fissure	hyperthyroidism/thyrotoxicosis	HC	HC	2721.0	3647.0	852	0.0596212860073	11.685725307
HC422_HC85	7.40685281815	6.46659297542e-14	0.00236489511879	0.628437756393	0.370664965904	0.059996280451	300349	HC422	HC85	ankylosing_spondylitis	enlarged_prostate	HC	HC	1184.0	5078.0	710	0.0848454494536	0.161861211525
INI30120_INI30140	49.1619630239	0.0	0.101905626595	0.628137783221	0.00864232213271	0.00739691273104	347097	INI30120	INI30140	lymphocyte_count	neutrophill_count	INI	INI	327479.0	327479.0	35371	0.0127769060588	0.855894123993
HC136_HC22	7.41050725307	6.29086199659e-14	0.00938080153092	0.627678065285	0.0550957802595	0.0231079365705	309263	HC136	HC22	connective_tissue_disorder	osteoporosis	HC	HC	2515.0	9135.0	2901	0.0847010931708	0.419413909045
HC142_HC295	6.26837287712	1.82420145973e-10	0.131587344024	0.626417339148	0.00273581008715	0.00737921371091	314973	HC142	HC295	synovitis	carpal_tunnel_syndrome	HC	HC	4303.0	8152.0	41446	0.0999330051718	2.69726825907
HC362_HC442	5.36228287723	4.10883577614e-08	0.204062082585	0.624532097689	0.00178421757497	0.00482181793064	319022	HC362	HC442	respiratory_infection	chronic_obstructive_airways_disease/copd	HC	HC	8173.0	7287.0	65100	0.116467577707	2.70248314908
INI30020_INI30060	34.6310855029	4.30301347749e-263	0.0594896132006	0.624070226896	0.00784914533024	0.00626988276175	345827	INI30020	INI30060	haemoglobin_concentration	mean_corpuscular_haemoglobin_concentration	INI	INI	328031.0	328025.0	20573	0.0180205216739	0.798798149091
HC243_HC374	5.38026080226	3.71890030491e-08	0.0306653666263	0.623726581472	0.0160441873212	0.0142468999166	310691	HC243	HC374	inguinal_hernia	kidney_stone/ureter_stone/bladder_stone	HC	HC	14042.0	2812.0	9527	0.115928689035	0.887978906717
HC106_HC442	5.44944990494	2.52629259392e-08	0.175248783035	0.622635995765	0.00305031759444	0.00542905573057	316975	HC106	HC442	emphysema/chronic_bronchitis	chronic_obstructive_airways_disease/copd	HC	HC	5601.0	7287.0	55549	0.11425666932	1.77983293952
HC179_HC295	7.55629517995	2.07356058046e-14	0.041436933562	0.619625873238	0.00888071309486	0.0143122369296	319145	HC179	HC295	iron_deficiency_anaemia	carpal_tunnel_syndrome	HC	HC	7811.0	8152.0	13224	0.0820012795268	1.61160897517
FH1065_HC132	13.8818052857	4.08304862053e-44	0.221390482566	0.618839010406	0.00372807535837	0.0052196956274	327736	FH1065	HC132	high_blood_pressure	angina	FH	HC	199068.0	18473.0	72558	0.0445791449793	1.40010464533
HC261_HC96	7.70908865421	6.33596832801e-15	0.00269602710074	0.615901484971	0.0546116811073	0.13109063624	302251	HC261	HC96	eczema/dermatitis	polymyalgia_rheumatica	HC	HC	11643.0	1421.0	815	0.0798929046736	2.40041385986
HC169_HC385	4.81015684388	7.54059544785e-07	0.0248538812357	0.613791966602	0.0231219037099	0.020370790626	298690	HC169	HC385	pernicious_anaemia	peripheral_vascular_disease	HC	HC	1048.0	3517.0	7424	0.127603316591	0.88101701666
HC144_HC385	4.66464557954	1.54574702697e-06	0.0295712092878	0.612063483803	0.0115160044655	0.0191377196281	307762	HC144	HC385	chickenpox	peripheral_vascular_disease	HC	HC	2458.0	3517.0	9101	0.131213287991	1.66183676686
HC125_HC442	6.79792910074	5.3066829809e-12	0.0144630897125	0.612049654946	0.0178684460947	0.0188497248013	320186	HC125	HC442	anaemia	chronic_obstructive_airways_disease/copd	HC	HC	15944.0	7287.0	4631	0.090034721733	1.05491684623
HC38_HC404	3.47612632958	0.000254356297527	0.00346469437554	0.610815733347	0.323341565721	0.00813457669278	316736	HC38	HC404	psoriasis	urinary_tract_infection/kidney_infection	HC	HC	5074.0	11509.0	1097	0.175717357608	0.0251578440732
HC185_HC362	3.48500191015	0.000246066764149	0.0430912466719	0.610030029681	0.00799793952	0.00697737796505	317757	HC185	HC362	cellulitis	respiratory_infection	HC	HC	6168.0	8173.0	13693	0.175044388901	0.872396940187
HC422_HC78	6.04737515636	7.36123337839e-10	0.00211206164481	0.608577158611	0.390727075429	0.0289862057199	300377	HC422	HC78	ankylosing_spondylitis	arthritis_(nos)	HC	HC	1184.0	15332.0	634	0.1006349272	0.0741853010521
INI30140_INI30160	31.1110403212	8.53929180191e-213	0.125550400463	0.607912543823	0.00647106008954	0.00305922167024	347097	INI30140	INI30160	neutrophill_count	basophill_count	INI	INI	327479.0	327479.0	43578	0.0195400905128	0.472754328951
HC125_HC376	9.7034328827	1.45760775607e-22	0.0327915048923	0.604653070148	0.0115813362806	0.00942552416492	326296	HC125	HC376	anaemia	osteoarthritis	HC	HC	15944.0	29946.0	10700	0.0623133150358	0.813854630981
HC430_HC6	4.17782253377	1.47156572491e-05	0.00388988877184	0.604165173078	0.100708464273	0.0249262806772	309587	HC430	HC6	rheumatoid_arthritis	eye/eyelid_problem	HC	HC	5587.0	2698.0	1204	0.14461245498	0.247509291867
HC136_HC430	12.433544429	8.59212496474e-36	0.00497027918667	0.603017851248	0.0730383400065	0.0935729600018	308970	HC136	HC430	connective_tissue_disorder	rheumatoid_arthritis	HC	HC	2515.0	5587.0	1536	0.0484992718441	1.28114850356
HC310_HC41	8.03495300795	4.68073877106e-16	0.0972807290479	0.602989627748	0.00533051195301	0.004894434867	328147	HC310	HC41	hiatus_hernia	depression	HC	HC	41260.0	20461.0	31922	0.0750458188308	0.918192269363
HC326_HC385	4.78855038341	8.39951947548e-07	0.0863210243624	0.595059000065	0.00879619817744	0.00808002080559	313183	HC326	HC385	heart_attack/myocardial_infarction	peripheral_vascular_disease	HC	HC	12138.0	3517.0	27034	0.124267043765	0.918581032691
HC25_HC55	11.2910955931	7.26075883088e-30	0.00319082397242	0.589651159114	0.0204620071069	0.188510836233	313523	HC25	HC55	cataract	hyperthyroidism/thyrotoxicosis	HC	HC	19448.0	3647.0	1000	0.0522226700015	9.21272459971
HC156_HC382	21.6114806735	7.00418811508e-104	0.0320118926364	0.582338631412	0.0188049894819	0.0224662184267	316074	HC156	HC382	nasal_polyps	asthma	HC	HC	4608.0	43626.0	10118	0.0269457997909	1.19469454893
HC156_HC179	6.30029817413	1.48536801005e-10	0.0121948122857	0.581476631811	0.0308857394462	0.0184140414751	315358	HC156	HC179	nasal_polyps	iron_deficiency_anaemia	HC	HC	4608.0	7811.0	3846	0.0922935098847	0.59619882202
